Isolate host	Isolate host category	Mapped Ontology Term IRI	Mapped Ontology Term Label
Spermophilus lateralis	squirrel	http://purl.obolibrary.org/obo/NCBITaxon_76772	Callospermophilus lateralis
Cygnus columbianus	swan	http://purl.obolibrary.org/obo/NCBITaxon_110926	Cygnus columbianus
Cygnus columbianus (tundra swan)	swan	http://purl.obolibrary.org/obo/NCBITaxon_110926	Cygnus columbianus
Cygnus olor	swan	http://purl.obolibrary.org/obo/NCBITaxon_8869	Cygnus olor
Alethe diademata	thrush	http://purl.obolibrary.org/obo/NCBITaxon_197521	Alethe diademata
Alethe diademata castanea	thrush	http://purl.obolibrary.org/obo/NCBITaxon_197521	Alethe diademata
Alethe poliocephala	thrush	http://purl.obolibrary.org/obo/NCBITaxon_228308	Alethe poliocephala
Catharus aurantiirostris	thrush	http://purl.obolibrary.org/obo/NCBITaxon_172403	Catharus aurantiirostris
Catharus ustulatus	thrush	http://purl.obolibrary.org/obo/NCBITaxon_91951	Catharus ustulatus
Catharus ustulatus (Swainson's thrush)	thrush	http://purl.obolibrary.org/obo/NCBITaxon_91951	Catharus ustulatus
Copsychus malabaricus	thrush	http://purl.obolibrary.org/obo/NCBITaxon_245052	Copsychus malabaricus
Copsychus saularis	thrush	http://purl.obolibrary.org/obo/NCBITaxon_343929	Copsychus saularis
Culex sasai with blood-meal of Turdus pallidus	thrush	http://purl.obolibrary.org/obo/NCBITaxon_1131598	Culex sasai
Hylocichla mustelina	thrush	http://purl.obolibrary.org/obo/NCBITaxon_172420	Hylocichla mustelina
Neocossyphus fraseri	thrush	http://purl.obolibrary.org/obo/NCBITaxon_311370	Neocossyphus fraseri
Neocossyphus poensis	thrush	http://purl.obolibrary.org/obo/NCBITaxon_127934	Neocossyphus poensis
Neocossyphus rufus	thrush	http://purl.obolibrary.org/obo/NCBITaxon_127935	Neocossyphus rufus
Sialia mexicana	thrush	http://purl.obolibrary.org/obo/NCBITaxon_189536	Sialia mexicana
Sichuan white-browed laughing thrush (Garrulax sannio oblectans)	thrush	http://purl.obolibrary.org/obo/NCBITaxon_201312	Garrulax sannio
Turdus amaurochalinus	thrush	http://purl.obolibrary.org/obo/NCBITaxon_411539	Turdus amaurochalinus
Turdus assimilis	thrush	http://purl.obolibrary.org/obo/NCBITaxon_411548	Turdus assimilis
Turdus aurantius	thrush	http://purl.obolibrary.org/obo/NCBITaxon_411527	Turdus aurantius
Turdus falcklandii	thrush	http://purl.obolibrary.org/obo/NCBITaxon_411538	Turdus falcklandii
Turdus fumigatus	thrush	http://purl.obolibrary.org/obo/NCBITaxon_200368	Turdus fumigatus
Turdus fuscater	thrush	http://purl.obolibrary.org/obo/NCBITaxon_311354	Turdus fuscater
Turdus leucomelas	thrush	http://purl.obolibrary.org/obo/NCBITaxon_198470	Turdus leucomelas
Turdus merula	thrush	http://purl.obolibrary.org/obo/NCBITaxon_9187	Turdus merula
Turdus merula (blackbird)	thrush	http://purl.obolibrary.org/obo/NCBITaxon_9187	Turdus merula
Turdus migratorius	thrush	http://purl.obolibrary.org/obo/NCBITaxon_9188	Turdus migratorius
Turdus pallidus	thrush	http://purl.obolibrary.org/obo/NCBITaxon_36282	Turdus pallidus
Turdus pelios	thrush	http://purl.obolibrary.org/obo/NCBITaxon_338146	Turdus pelios
Turdus philomelos	thrush	http://purl.obolibrary.org/obo/NCBITaxon_127946	Turdus philomelos
Turdus philomelos (song thrush)	thrush	http://purl.obolibrary.org/obo/NCBITaxon_127946	Turdus philomelos
Turdus plumbeus	thrush	http://purl.obolibrary.org/obo/NCBITaxon_200369	Turdus plumbeus
Turdus rufiventris	thrush	http://purl.obolibrary.org/obo/NCBITaxon_311356	Turdus rufiventris
Turdus sp.	thrush	http://purl.obolibrary.org/obo/NCBITaxon_9186	Turdus
Zoothera cameronensis	thrush	http://purl.obolibrary.org/obo/NCBITaxon_1118858	Zoothera camaronensis
Zoothera dauma	thrush	http://purl.obolibrary.org/obo/NCBITaxon_36288	Zoothera dauma
african toad	toad		
Bombina bombina	toad	http://purl.obolibrary.org/obo/NCBITaxon_8345	Bombina bombina
Bufo bufo	toad	http://purl.obolibrary.org/obo/NCBITaxon_8384	Bufo bufo
Chaunus ictericus	toad	http://purl.obolibrary.org/obo/NCBITaxon_346450	Rhinella icterica
Chaunus marinus	toad	http://purl.obolibrary.org/obo/NCBITaxon_8386	Rhinella marina
Chaunus schneideri	toad	http://purl.obolibrary.org/obo/NCBITaxon_346460	Rhinella schneideri
Duttaphrynus melanostictus (Doubtful toad)	toad	http://purl.obolibrary.org/obo/NCBITaxon_30335	Duttaphrynus melanostictus
Rhinella margaritifer	toad	http://purl.obolibrary.org/obo/NCBITaxon_165226	Rhinella margaritifera
Agrionemys horsfieldii	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_101699	Testudo horsfieldii
Chersina angulata	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_286001	Chersina angulata
estudo graeca	tortoise		
Geochelone carbonaria	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_50047	Chelonoidis carbonaria
Geochelone elegans	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_180179	Geochelone elegans
Geochelone nigra	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_66189	Chelonoidis nigra
Geochelone radiata	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_66190	Astrochelys radiata
Indotestudo elongata	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_74920	Indotestudo elongata
Kinixys belliana nogueyi	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_286004	Kinixys belliana
Malacochersus tornieri	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_286009	Malacochersus tornieri
Psammobates pardalis	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_569598	Stigmochelys pardalis
star tortoise	tortoise		
Testudo graeca	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_86975	Testudo graeca
Testudo hermanni	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_86976	Testudo hermanni
Testudo horsfieldii	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_101699	Testudo horsfieldii
Testudo marginata	tortoise	http://purl.obolibrary.org/obo/NCBITaxon_101701	Testudo marginata
Ramphastos sulfuratus	toucan	http://purl.obolibrary.org/obo/NCBITaxon_322582	Ramphastos sulfuratus
Toucan	toucan		
Meleagris gallopavo	turkey	http://purl.obolibrary.org/obo/NCBITaxon_9103	Meleagris gallopavo
Turkey	turkey		
turkey (Meleagris gallopavo)	turkey	http://purl.obolibrary.org/obo/NCBITaxon_9103	Meleagris gallopavo
Turkey, chronic	turkey		
####	Unknown		
#[,#	Unknown		
#\,#	Unknown		
#0#	Unknown		
#o.#	Unknown		
`:4#	Unknown		
`[,#	Unknown		
Amblyomma americanum	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_6943	Amblyomma americanum
animal	Unknown		
Bolaca unicolor	Unknown		
Coendu hoffmanni	Unknown		
Dermacentor nuttalli	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_1046038	Dermacentor nuttalli
Dermacentor reticulatus	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_57047	Dermacentor reticulatus
Dermacentor reticulatus; female	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_57047	Dermacentor reticulatus
Dermacentor variabilis	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34621	Dermacentor variabilis
E.coli	Unknown		
Eleutherococcus gracilistylus	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_265764	Eleutherococcus gracilistylus
Eleutherococcus senticosus	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_82096	Eleutherococcus senticosus
feed, cat	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_9685	Felis catus
Gaultheria mucronata	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_586115	Gaultheria mucronata
Gyndes sp.	Unknown		
Haemaphysalis concinna	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_523089	Haemaphysalis concinna
Haemaphysalis japonica	Unknown		
Haemaphysalis longicornis	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_44386	Haemaphysalis longicornis
Hemerophila atrilineata Butler	Unknown		
Henerophila atrilineata	Unknown		
Homo sapiens; child #30	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens
human or rabbit	Unknown		
Hyalomma anatolicum	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_176092	Hyalomma anatolicum
Hyalomma asiaticum	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_266040	Hyalomma asiaticum
Hyalomma excavatum	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34625	Hyalomma
Hyalomma marginatum	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34627	Hyalomma marginatum
Ixodes canisuga	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_662032	Ixodes canisuga
Ixodes dammini	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_6944	Ixodes
Ixodes hexagonus	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34612	Ixodes hexagonus
Ixodes persulcatus	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34615	Ixodes persulcatus
Ixodes ricinus	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34613	Ixodes ricinus
Ixodes ricinus (female)	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34613	Ixodes ricinus
Ixodes ricinus (tick)	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34613	Ixodes ricinus
Ixodes ricinus (tick); nymph	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34613	Ixodes ricinus
Ixodes ricinus tick	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34613	Ixodes ricinus
Ixodes ricinus; female	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34613	Ixodes ricinus
Ixodes ricinus; male	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34613	Ixodes ricinus
Ixodes ricinus; nymph	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34613	Ixodes ricinus
Ixodes trianguliceps	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_347913	Ixodes trianguliceps
Kalmia latifolia	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_45902	Kalmia latifolia
lettuce	Unknown		
mammals and marsupials	Unknown		
mammals and some birds	Unknown		
Montipora digitata	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_46705	Montipora digitata
Ochrochira sp.	Unknown		
patient	Unknown		
Rhipicephalus (Boophilus), Cattle tick (No. B38)	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_6941	Rhipicephalus microplus
Rhipicephalus appendiculatus	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34631	Rhipicephalus appendiculatus
Rhipicephalus bursa	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_67831	Rhipicephalus bursa
Rhipicephalus evertsi evertsi	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_60190	Rhipicephalus evertsi
Rhipicephalus sanguineus	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34632	Rhipicephalus sanguineus
Rhipicephalus sanguineus s.l.	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34632	Rhipicephalus sanguineus
Rhipicephalus sanguineus; male	Unknown	http://purl.obolibrary.org/obo/NCBITaxon_34632	Rhipicephalus sanguineus
tick	Unknown		
unidentified bird	Unknown		
unknown	Unknown		
warm blooded animals	Unknown		
Clethrionomys	vole	http://purl.obolibrary.org/obo/NCBITaxon_447134	Myodes
Clethrionomys glareolus	vole	http://purl.obolibrary.org/obo/NCBITaxon_447135	Myodes glareolus
Clethrionomys rufocanus	vole	http://purl.obolibrary.org/obo/NCBITaxon_527686	Myodes rufocanus
Clethrionomys rufocanus bedfordiae	vole	http://purl.obolibrary.org/obo/NCBITaxon_527686	Myodes rufocanus
Clethrionomys rutilus	vole	http://purl.obolibrary.org/obo/NCBITaxon_537920	Myodes rutilus
Clethrionomys sp.	vole	http://purl.obolibrary.org/obo/NCBITaxon_447134	Myodes
Microtus	vole	http://purl.obolibrary.org/obo/NCBITaxon_10053	Microtus
Microtus agrestis	vole	http://purl.obolibrary.org/obo/NCBITaxon_29092	Microtus agrestis
Microtus arvalis	vole	http://purl.obolibrary.org/obo/NCBITaxon_47230	Microtus arvalis
Microtus oeconomus	vole	http://purl.obolibrary.org/obo/NCBITaxon_64717	Microtus oeconomus
Microtus sp.	vole	http://purl.obolibrary.org/obo/NCBITaxon_10053	Microtus
Myodes glareolus	vole	http://purl.obolibrary.org/obo/NCBITaxon_447135	Myodes glareolus
Myodes rufocanus	vole	http://purl.obolibrary.org/obo/NCBITaxon_527686	Myodes rufocanus
Myodes rutilus	vole	http://purl.obolibrary.org/obo/NCBITaxon_537920	Myodes rutilus
vole Microtis agrestis	vole		
Coragyps atratus (black vulture)	vulture	http://purl.obolibrary.org/obo/NCBITaxon_33614	Coragyps atratus
Gyps bengalensis	vulture	http://purl.obolibrary.org/obo/NCBITaxon_43491	Gyps bengalensis
Macropus parma	wallaby		
Petrogale xanthopus (yellow-footed rock wallaby)	wallaby	http://purl.obolibrary.org/obo/NCBITaxon_9325	Petrogale xanthopus
Wallaby	wallaby		
Acrocephalus arundinaceus	warbler	http://purl.obolibrary.org/obo/NCBITaxon_39621	Acrocephalus arundinaceus
Acrocephalus baeticatus	warbler	http://purl.obolibrary.org/obo/NCBITaxon_68472	Acrocephalus baeticatus
Acrocephalus gracilirostris	warbler	http://purl.obolibrary.org/obo/NCBITaxon_68482	Acrocephalus gracilirostris
Acrocephalus mendanae	warbler	http://purl.obolibrary.org/obo/NCBITaxon_435338	Acrocephalus mendanae
Acrocephalus orientalis	warbler	http://purl.obolibrary.org/obo/NCBITaxon_68483	Acrocephalus orientalis
Acrocephalus schoenobaenus	warbler	http://purl.obolibrary.org/obo/NCBITaxon_52609	Acrocephalus schoenobaenus
Acrocephalus scirpaceus	warbler	http://purl.obolibrary.org/obo/NCBITaxon_48156	Acrocephalus scirpaceus
Basileuterus flaveolus	warbler	http://purl.obolibrary.org/obo/NCBITaxon_85528	Basileuterus flaveolus
Basileuterus hypoleucus	warbler	http://purl.obolibrary.org/obo/NCBITaxon_873194	Basileuterus hypoleucus
Cettia cetti	warbler	http://purl.obolibrary.org/obo/NCBITaxon_68486	Cettia cetti
Cisticola anonymus	warbler	http://purl.obolibrary.org/obo/NCBITaxon_174999	Cisticola anonymus
Cisticola fulvicapillus	warbler	http://purl.obolibrary.org/obo/NCBITaxon_187423	Cisticola fulvicapilla
Crateroscelis murina	warbler	http://purl.obolibrary.org/obo/NCBITaxon_692108	Crateroscelis
Crateroscelis robusta	warbler	http://purl.obolibrary.org/obo/NCBITaxon_692109	Crateroscelis robusta
Dendroica coronata	warbler	http://purl.obolibrary.org/obo/NCBITaxon_111975	Setophaga coronata
Dendroica discolor	warbler	http://purl.obolibrary.org/obo/NCBITaxon_92120	Setophaga discolor
Dendroica magnolia	warbler	http://purl.obolibrary.org/obo/NCBITaxon_92121	Setophaga magnolia
Dendroica pensylvanica	warbler	http://purl.obolibrary.org/obo/NCBITaxon_92122	Setophaga pensylvanica
Dendroica petechia	warbler	http://purl.obolibrary.org/obo/NCBITaxon_123631	Setophaga petechia
Geothlypis trichas	warbler	http://purl.obolibrary.org/obo/NCBITaxon_135433	Geothlypis trichas
Geothylpis trichas	warbler		
Helmitheros vermivorus	warbler	http://purl.obolibrary.org/obo/NCBITaxon_182932	Helmitheros vermivorum
Hippolais pallida	warbler	http://purl.obolibrary.org/obo/NCBITaxon_68493	Hippolais pallida
Hylia prasina	warbler	http://purl.obolibrary.org/obo/NCBITaxon_208073	Hylia prasina
Locustella fasciolata	warbler	http://purl.obolibrary.org/obo/NCBITaxon_69938	Locustella fasciolata
Megalurus palustris	warbler	http://purl.obolibrary.org/obo/NCBITaxon_237427	Megalurus palustris
Mniotilta varia	warbler	http://purl.obolibrary.org/obo/NCBITaxon_182936	Mniotilta varia
Oporornis formosus	warbler	http://purl.obolibrary.org/obo/NCBITaxon_142473	Oporornis
Orthotomus cuculatus	warbler	http://purl.obolibrary.org/obo/NCBITaxon_546339	Orthotomus
Parisoma subcaeruleum	warbler	http://purl.obolibrary.org/obo/NCBITaxon_187441	Parisoma subcaeruleum
Parula americana	warbler	http://purl.obolibrary.org/obo/NCBITaxon_125947	Setophaga americana
Phylloscopus trochilus	warbler	http://purl.obolibrary.org/obo/NCBITaxon_9182	Phylloscopus trochilus
Seiurus aurocapilla	warbler	http://purl.obolibrary.org/obo/NCBITaxon_182946	Seiurus aurocapilla
Seiurus aurocapillus	warbler	http://purl.obolibrary.org/obo/NCBITaxon_182946	Seiurus aurocapilla
Seiurus noveboracensis	warbler	http://purl.obolibrary.org/obo/NCBITaxon_182947	Seiurus novaeboracensis
Sylvia atricapilla	warbler	http://purl.obolibrary.org/obo/NCBITaxon_48155	Sylvia atricapilla
Sylvia borin	warbler	http://purl.obolibrary.org/obo/NCBITaxon_73324	Sylvia borin
Bubalus arnee, Water Buffalo (No. 11)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 12)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 18)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 2)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 22)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 26)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 27)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 29)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 3)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 31)	water buffalo		
Bubalus arnee, Water Buffalo (No. 33)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 34)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 36)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 38)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 39)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 42)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 5)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 59)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 6)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus arnee, Water Buffalo (No. 9)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus bubalis	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus bubalis (water buffalo)	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_89462	Bubalus bubalis
Bubalus depressicornis	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_27596	Bubalus depressicornis
Bubalus sp.	water buffalo	http://purl.obolibrary.org/obo/NCBITaxon_85875	Bubalus sp.
Ploceus cucullatus	weaver	http://purl.obolibrary.org/obo/NCBITaxon_135448	Ploceus cucullatus
Ploceus grandis	weaver	http://purl.obolibrary.org/obo/NCBITaxon_441717	Ploceus grandis
Ploceus intermedius	weaver	http://purl.obolibrary.org/obo/NCBITaxon_267978	Ploceus intermedius
Ploceus melanogaster	weaver	http://purl.obolibrary.org/obo/NCBITaxon_441697	Ploceus melanogaster
Ploceus nigerrimus	weaver	http://purl.obolibrary.org/obo/NCBITaxon_441720	Ploceus nigerrimus
Ploceus nigricollis	weaver	http://purl.obolibrary.org/obo/NCBITaxon_441696	Ploceus nigricollis
Ploceus princeps	weaver	http://purl.obolibrary.org/obo/NCBITaxon_135447	Ploceus
Ploceus velatus	weaver	http://purl.obolibrary.org/obo/NCBITaxon_181103	Ploceus velatus
Ploceus xanthops	weaver	http://purl.obolibrary.org/obo/NCBITaxon_441702	Ploceus xanthops
Connochaetes gnou	wildebeest	http://purl.obolibrary.org/obo/NCBITaxon_59528	Connochaetes gnou
Connochaetes taurinus (wildebeest)	wildebeest	http://purl.obolibrary.org/obo/NCBITaxon_9927	Connochaetes taurinus
Canis lupus (wolf)	wolf	http://purl.obolibrary.org/obo/NCBITaxon_9612	Canis lupus
Canis lupus dingo	wolf	http://purl.obolibrary.org/obo/NCBITaxon_9612	Canis lupus
jackal	wolf		
maned-wolf	wolf		
Wolf	wolf		
Eurasian woodcock	woodcock	http://purl.obolibrary.org/obo/NCBITaxon_100826	Scolopax rusticola
Troglodytes aedon	wren	http://purl.obolibrary.org/obo/NCBITaxon_58211	Troglodytes aedon
Troglodytes aedon MSB:Bird:31835; tissue voucher: NK163507	wren	http://purl.obolibrary.org/obo/NCBITaxon_58211	Troglodytes aedon
Troglodytes aedon MSB:Bird:33844; tissue voucher: NK169070	wren	http://purl.obolibrary.org/obo/NCBITaxon_58211	Troglodytes aedon
Troglodytes aedon MSB:Bird:34295; tissue voucher: NK171021	wren	http://purl.obolibrary.org/obo/NCBITaxon_58211	Troglodytes aedon
